label,Column1,id,form_id,name,form,alias,image_name,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
466.0,0551-000,551,0,メグロコ,,メグロコ,pm0551_00_00_00.png,さばくワニポケモン,15.2,0.7,じめん,あく,いかく,じしんかじょう,いかりのつぼ,9,50,72,35,35,35,65
467.0,0552-000,552,0,ワルビル,,ワルビル,pm0552_00_00_00.png,さばくワニポケモン,33.4,1.0,じめん,あく,いかく,じしんかじょう,いかりのつぼ,9,60,82,45,45,45,74
468.0,0553-000,553,0,ワルビアル,,ワルビアル,pm0553_00_00_00.png,いかくポケモン,96.3,1.5,じめん,あく,いかく,じしんかじょう,いかりのつぼ,9,95,117,80,65,70,92
,0554-000,554,0,ダルマッカ,,ダルマッカ,,だるまポケモン,37.5,0.6,ほのお,,はりきり,せいしんりょく,,8,70,90,45,15,45,50
,0554-001,554,1,ダルマッカ,ガラルのすがた,ダルマッカ(ガラル),,だるまポケモン,40.0,0.7,こおり,,はりきり,せいしんりょく,,8,70,90,45,15,45,50
,0555-000,555,0,ヒヒダルマ,ノーマルモード,ヒヒダルマ(ノーマル),,えんじょうポケモン,92.9,1.3,ほのお,,ちからずく,ダルマモード,,8,105,140,55,30,55,95
,0555-001,555,1,ヒヒダルマ,ダルマモード,ヒヒダルマ(ダルマ),,えんじょうポケモン,92.9,1.3,ほのお,エスパー,ダルマモード,ちからずく,,8,105,30,105,140,105,55
,0555-002,555,2,ヒヒダルマ,ガラルのすがた,ヒヒダルマ(ガラル),,だるまポケモン,120.0,1.7,こおり,,ごりむちゅう,ダルマモード,,8,105,140,55,30,55,95
,0556-000,556,0,マラカッチ,,マラカッチ,,サボテンポケモン,28.0,1.0,くさ,,ちょすい,ようりょくそ,よびみず,8,75,86,67,106,67,60
,0557-000,557,0,イシズマイ,,イシズマイ,,いしやどポケモン,14.5,0.3,むし,いわ,がんじょう,シェルアーマー,くだけるよろい,8,50,65,85,35,35,55
,0558-000,558,0,イワパレス,,イワパレス,,いわやどポケモン,200.0,1.4,むし,いわ,がんじょう,シェルアーマー,くだけるよろい,8,70,105,125,65,75,45
469.0,0559-000,559,0,ズルッグ,,ズルッグ,pm0559_00_00_00.png,だっぴポケモン,11.8,0.6,あく,かくとう,だっぴ,じしんかじょう,いかく,9,50,75,70,35,70,48
470.0,0560-000,560,0,ズルズキン,,ズルズキン,pm0560_00_00_00.png,あくとうポケモン,30.0,1.1,あく,かくとう,だっぴ,じしんかじょう,いかく,9,65,90,115,45,115,58
,0561-000,561,0,シンボラー,,シンボラー,,とりもどきポケモン,14.0,1.4,エスパー,ひこう,ミラクルスキン,マジックガード,いろめがね,8,72,58,80,103,80,97
,0562-000,562,0,デスマス,,デスマス,,たましいポケモン,1.5,0.5,ゴースト,,ミイラ,,,8,38,30,85,55,65,30
,0562-001,562,1,デスマス,ガラルのすがた,デスマス(ガラル),,たましいポケモン,1.5,0.5,じめん,ゴースト,さまようたましい,ミイラ,,8,38,55,85,30,65,30
,0563-000,563,0,デスカーン,,デスカーン,,かんおけポケモン,76.5,1.7,ゴースト,,ミイラ,,,8,58,50,145,95,105,30
,0564-000,564,0,プロトーガ,,プロトーガ,,こだいがめポケモン,16.5,0.7,みず,いわ,ハードロック,がんじょう,すいすい,8,54,78,103,53,45,22
,0565-000,565,0,アバゴーラ,,アバゴーラ,,こだいがめポケモン,81.0,1.2,みず,いわ,ハードロック,がんじょう,すいすい,8,74,108,133,83,65,32
,0566-000,566,0,アーケン,,アーケン,,さいこどりポケモン,9.5,0.5,いわ,ひこう,よわき,,,8,55,112,45,74,45,70
,0567-000,567,0,アーケオス,,アーケオス,,さいこどりポケモン,32.0,1.4,いわ,ひこう,よわき,,,8,75,140,65,112,65,110
,0568-000,568,0,ヤブクロン,,ヤブクロン,,ゴミぶくろポケモン,31.0,0.6,どく,,あくしゅう,ねんちゃく,ゆうばく,8,50,50,62,40,62,65
,0569-000,569,0,ダストダス,,ダストダス,,ゴミすてばポケモン,107.3,1.9,どく,,あくしゅう,くだけるよろい,ゆうばく,8,80,95,82,60,82,75
,0569-999,569,999,ダストダス,キョダイマックス,ダストダス(キョダイ),,-,9999.9,21.0,どく,,あくしゅう,くだけるよろい,ゆうばく,8,80,95,82,60,82,75
471.0,0570-000,570,0,ゾロア,,ゾロア,pm0570_00_00_00.png,わるぎつねポケモン,12.5,0.7,あく,,イリュージョン,,,9,40,65,40,80,40,65
472.0,0570-001,570,1,ゾロア,ヒスイのすがた,ゾロア(ヒスイ),pm0570_00_41_00.png,うらみぎつねポケモン,12.5,0.7,ノーマル,ゴースト,イリュージョン,,,9,35,60,40,85,40,70
473.0,0571-000,571,0,ゾロアーク,,ゾロアーク,pm0571_00_00_00.png,ばけぎつねポケモン,81.1,1.6,あく,,イリュージョン,,,9,60,105,60,120,60,105
474.0,0571-001,571,1,ゾロアーク,ヒスイのすがた,ゾロアーク(ヒスイ),pm0571_00_41_00.png,のろいぎつねポケモン,73.0,1.6,ノーマル,ゴースト,イリュージョン,,,9,55,100,60,125,60,110
475.0,0572-000,572,0,チラーミィ,,チラーミィ,pm0572_00_00_00.png,チンチラポケモン,5.8,0.4,ノーマル,,メロメロボディ,テクニシャン,スキルリンク,9,55,50,40,40,40,75
476.0,0573-000,573,0,チラチーノ,,チラチーノ,pm0573_00_00_00.png,スカーフポケモン,7.5,0.5,ノーマル,,メロメロボディ,テクニシャン,スキルリンク,9,75,95,60,65,60,115
477.0,0574-000,574,0,ゴチム,,ゴチム,pm0574_00_00_00.png,ぎょうしポケモン,5.8,0.4,エスパー,,おみとおし,かちき,かげふみ,9,45,30,50,55,65,45
478.0,0575-000,575,0,ゴチミル,,ゴチミル,pm0575_00_00_00.png,あやつりポケモン,18.0,0.7,エスパー,,おみとおし,かちき,かげふみ,9,60,45,70,75,85,55
479.0,0576-000,576,0,ゴチルゼル,,ゴチルゼル,pm0576_00_00_00.png,てんたいポケモン,44.0,1.5,エスパー,,おみとおし,かちき,かげふみ,9,70,55,95,95,110,65
480.0,0577-000,577,0,ユニラン,,ユニラン,pm0577_00_00_00.png,さいぼうポケモン,1.0,0.3,エスパー,,ぼうじん,マジックガード,さいせいりょく,9,45,30,40,105,50,20
481.0,0578-000,578,0,ダブラン,,ダブラン,pm0578_00_00_00.png,ぶんかつポケモン,8.0,0.6,エスパー,,ぼうじん,マジックガード,さいせいりょく,9,65,40,50,125,60,30
482.0,0579-000,579,0,ランクルス,,ランクルス,pm0579_00_00_00.png,ぞうふくポケモン,20.1,1.0,エスパー,,ぼうじん,マジックガード,さいせいりょく,9,110,65,75,125,85,30
483.0,0580-000,580,0,コアルヒー,,コアルヒー,pm0580_00_00_00.png,みずどりポケモン,5.5,0.5,みず,ひこう,するどいめ,はとむね,うるおいボディ,9,62,44,50,44,50,55
484.0,0581-000,581,0,スワンナ,,スワンナ,pm0581_00_00_00.png,しらとりポケモン,24.2,1.3,みず,ひこう,するどいめ,はとむね,うるおいボディ,9,75,87,63,87,63,98
,0582-000,582,0,バニプッチ,,バニプッチ,,しんせつポケモン,5.7,0.4,こおり,,アイスボディ,ゆきがくれ,くだけるよろい,8,36,50,50,65,60,44
,0583-000,583,0,バニリッチ,,バニリッチ,,ひょうせつポケモン,41.0,1.1,こおり,,アイスボディ,ゆきがくれ,くだけるよろい,8,51,65,65,80,75,59
,0584-000,584,0,バイバニラ,,バイバニラ,,ブリザードポケモン,57.5,1.3,こおり,,アイスボディ,ゆきふらし,くだけるよろい,8,71,95,85,110,95,79
485.0,0585-000,585,0,シキジカ,はるのすがた,シキジカ,pm0585_11_00_00.png,きせつポケモン,19.5,0.6,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,60,60,50,40,50,75
486.0,0585-000,585,1,シキジカ,なつのすがた,シキジカ,pm0585_12_00_00.png,きせつポケモン,19.5,0.6,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,60,60,50,40,50,75
487.0,0585-000,585,2,シキジカ,あきのすがた,シキジカ,pm0585_13_00_00.png,きせつポケモン,19.5,0.6,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,60,60,50,40,50,75
488.0,0585-000,585,3,シキジカ,ふゆのすがた,シキジカ,pm0585_14_00_00.png,きせつポケモン,19.5,0.6,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,60,60,50,40,50,75
489.0,0586-000,586,0,メブキジカ,はるのすがた,メブキジカ,pm0586_11_00_00.png,きせつポケモン,92.5,1.9,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,80,100,70,60,70,95
490.0,0586-000,586,1,メブキジカ,なつのすがた,メブキジカ,pm0586_12_00_00.png,きせつポケモン,92.5,1.9,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,80,100,70,60,70,95
491.0,0586-000,586,2,メブキジカ,あきのすがた,メブキジカ,pm0586_13_00_00.png,きせつポケモン,92.5,1.9,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,80,100,70,60,70,95
492.0,0586-000,586,3,メブキジカ,ふゆのすがた,メブキジカ,pm0586_14_00_00.png,きせつポケモン,92.5,1.9,ノーマル,くさ,ようりょくそ,そうしょく,てんのめぐみ,9,80,100,70,60,70,95
,0587-000,587,0,エモンガ,,エモンガ,,モモンガポケモン,5.0,0.4,でんき,ひこう,せいでんき,でんきエンジン,,8,55,75,60,75,60,103
,0588-000,588,0,カブルモ,,カブルモ,,かぶりつきポケモン,5.9,0.5,むし,,むしのしらせ,だっぴ,ノーガード,8,50,75,45,40,45,60
,0589-000,589,0,シュバルゴ,,シュバルゴ,,きへいポケモン,33.0,1.0,むし,はがね,むしのしらせ,シェルアーマー,ぼうじん,8,70,135,105,60,105,20
493.0,0590-000,590,0,タマゲタケ,,タマゲタケ,pm0590_00_00_00.png,きのこポケモン,1.0,0.2,くさ,どく,ほうし,さいせいりょく,,9,69,55,45,55,55,15
494.0,0591-000,591,0,モロバレル,,モロバレル,pm0591_00_00_00.png,きのこポケモン,10.5,0.6,くさ,どく,ほうし,さいせいりょく,,9,114,85,70,85,80,30
,0592-000,592,0,プルリル,,プルリル,,ふゆうポケモン,33.0,1.2,みず,ゴースト,ちょすい,のろわれボディ,しめりけ,8,55,40,50,65,85,40
,0593-000,593,0,ブルンゲル,,ブルンゲル,,ふゆうポケモン,135.0,2.2,みず,ゴースト,ちょすい,のろわれボディ,しめりけ,8,100,60,70,85,105,60
495.0,0594-000,594,0,ママンボウ,,ママンボウ,pm0594_00_00_00.png,かいほうポケモン,31.6,1.2,みず,,いやしのこころ,うるおいボディ,さいせいりょく,9,165,75,80,40,45,65
496.0,0595-000,595,0,バチュル,,バチュル,pm0595_00_00_00.png,くっつきポケモン,0.6,0.1,むし,でんき,ふくがん,きんちょうかん,むしのしらせ,9,50,47,50,57,50,65
497.0,0596-000,596,0,デンチュラ,,デンチュラ,pm0596_00_00_00.png,でんきグモポケモン,14.3,0.8,むし,でんき,ふくがん,きんちょうかん,むしのしらせ,9,70,77,60,97,60,108
,0597-000,597,0,テッシード,,テッシード,,とげのみポケモン,18.8,0.6,くさ,はがね,てつのトゲ,,,8,44,50,91,24,86,10
,0598-000,598,0,ナットレイ,,ナットレイ,,とげだまポケモン,110.0,1.0,くさ,はがね,てつのトゲ,きけんよち,,8,74,94,131,54,116,20
,0599-000,599,0,ギアル,,ギアル,,はぐるまポケモン,21.0,0.3,はがね,,プラス,マイナス,クリアボディ,8,40,55,70,45,60,30
,0600-000,600,0,ギギアル,,ギギアル,,はぐるまポケモン,51.0,0.6,はがね,,プラス,マイナス,クリアボディ,8,60,80,95,70,85,50
,0601-000,601,0,ギギギアル,,ギギギアル,,はぐるまポケモン,81.0,0.6,はがね,,プラス,マイナス,クリアボディ,8,60,100,115,70,85,90
498.0,0602-000,602,0,シビシラス,,シビシラス,pm0602_00_00_00.png,でんきうおポケモン,0.3,0.2,でんき,,ふゆう,,,9,35,55,40,45,40,60
499.0,0603-000,603,0,シビビール,,シビビール,pm0603_00_00_00.png,でんきうおポケモン,22.0,1.2,でんき,,ふゆう,,,9,65,85,70,75,70,40
500.0,0604-000,604,0,シビルドン,,シビルドン,pm0604_00_00_00.png,でんきうおポケモン,80.5,2.1,でんき,,ふゆう,,,9,85,115,80,105,80,50
,0605-000,605,0,リグレー,,リグレー,,ブレインポケモン,9.0,0.5,エスパー,,テレパシー,シンクロ,アナライズ,8,55,55,55,85,55,30
,0606-000,606,0,オーベム,,オーベム,,ブレインポケモン,34.5,1.0,エスパー,,テレパシー,シンクロ,アナライズ,8,75,75,75,125,95,40
501.0,0607-000,607,0,ヒトモシ,,ヒトモシ,pm0607_00_00_00.png,ろうそくポケモン,3.1,0.3,ゴースト,ほのお,もらいび,ほのおのからだ,すりぬけ,9,50,30,55,65,55,20
502.0,0608-000,608,0,ランプラー,,ランプラー,pm0608_00_00_00.png,ランプポケモン,13.0,0.6,ゴースト,ほのお,もらいび,ほのおのからだ,すりぬけ,9,60,40,60,95,60,55
503.0,0609-000,609,0,シャンデラ,,シャンデラ,pm0609_00_00_00.png,いざないポケモン,34.3,1.0,ゴースト,ほのお,もらいび,ほのおのからだ,すりぬけ,9,60,55,90,145,90,80
504.0,0610-000,610,0,キバゴ,,キバゴ,pm0610_00_00_00.png,キバポケモン,18.0,0.6,ドラゴン,,とうそうしん,かたやぶり,きんちょうかん,9,46,87,60,30,40,57
505.0,0611-000,611,0,オノンド,,オノンド,pm0611_00_00_00.png,あごオノポケモン,36.0,1.0,ドラゴン,,とうそうしん,かたやぶり,きんちょうかん,9,66,117,70,40,50,67
506.0,0612-000,612,0,オノノクス,,オノノクス,pm0612_00_00_00.png,あごオノポケモン,105.5,1.8,ドラゴン,,とうそうしん,かたやぶり,きんちょうかん,9,76,147,90,60,70,97
507.0,0613-000,613,0,クマシュン,,クマシュン,pm0613_00_00_00.png,ひょうけつポケモン,8.5,0.5,こおり,,ゆきがくれ,ゆきかき,びびり,9,55,70,40,60,40,40
508.0,0614-000,614,0,ツンベアー,,ツンベアー,pm0614_00_00_00.png,とうけつポケモン,260.0,2.6,こおり,,ゆきがくれ,ゆきかき,すいすい,9,95,130,80,70,80,50
509.0,0615-000,615,0,フリージオ,,フリージオ,pm0615_00_00_00.png,けっしょうポケモン,148.0,1.1,こおり,,ふゆう,,,9,80,50,50,95,135,105
,0616-000,616,0,チョボマキ,,チョボマキ,,マイマイポケモン,7.7,0.4,むし,,うるおいボディ,シェルアーマー,ぼうじん,8,50,40,85,40,65,25
,0617-000,617,0,アギルダー,,アギルダー,,からぬけポケモン,25.3,0.8,むし,,うるおいボディ,ねんちゃく,かるわざ,8,80,70,40,100,60,145
,0618-000,618,0,マッギョ,,マッギョ,,トラップポケモン,11.0,0.7,じめん,でんき,せいでんき,じゅうなん,すながくれ,8,109,66,84,81,99,32
,0618-001,618,1,マッギョ,ガラルのすがた,マッギョ(ガラル),,トラップポケモン,20.5,0.7,じめん,はがね,ぎたい,すながくれ,,8,109,81,99,66,84,32
510.0,0619-000,619,0,コジョフー,,コジョフー,pm0619_00_00_00.png,ぶじゅつポケモン,20.0,0.9,かくとう,,せいしんりょく,さいせいりょく,すてみ,9,45,85,50,55,50,65
511.0,0620-000,620,0,コジョンド,,コジョンド,pm0620_00_00_00.png,ぶじゅつポケモン,35.5,1.4,かくとう,,せいしんりょく,さいせいりょく,すてみ,9,65,125,60,95,60,105
,0621-000,621,0,クリムガン,,クリムガン,,ほらあなポケモン,139.0,1.6,ドラゴン,,さめはだ,ちからずく,かたやぶり,8,77,120,90,60,90,48
512.0,0622-000,622,0,ゴビット,,ゴビット,pm0622_00_00_00.png,ゴーレムポケモン,92.0,1.0,じめん,ゴースト,てつのこぶし,ぶきよう,ノーガード,9,59,74,50,35,50,35
513.0,0623-000,623,0,ゴルーグ,,ゴルーグ,pm0623_00_00_00.png,ゴーレムポケモン,330.0,2.8,じめん,ゴースト,てつのこぶし,ぶきよう,ノーガード,9,89,124,80,55,80,55
514.0,0624-000,624,0,コマタナ,,コマタナ,pm0624_00_00_00.png,はものポケモン,10.2,0.5,あく,はがね,まけんき,せいしんりょく,プレッシャー,9,45,85,70,40,40,60
515.0,0625-000,625,0,キリキザン,,キリキザン,pm0625_00_00_00.png,とうじんポケモン,70.0,1.6,あく,はがね,まけんき,せいしんりょく,プレッシャー,9,65,125,100,60,70,70
,0626-000,626,0,バッフロン,,バッフロン,,ずつきうしポケモン,94.6,1.6,ノーマル,,すてみ,そうしょく,ぼうおん,8,95,110,95,40,95,55
516.0,0627-000,627,0,ワシボン,,ワシボン,pm0627_00_00_00.png,ヒナわしポケモン,10.5,0.5,ノーマル,ひこう,するどいめ,ちからずく,はりきり,9,70,83,50,37,50,60
517.0,0628-000,628,0,ウォーグル,,ウォーグル,pm0628_00_00_00.png,ゆうもうポケモン,41.0,1.5,ノーマル,ひこう,するどいめ,ちからずく,まけんき,9,100,123,75,57,75,80
518.0,0628-001,628,1,ウォーグル,ヒスイのすがた,ウォーグル(ヒスイ),pm0628_00_41_00.png,おたけびポケモン,43.4,1.7,エスパー,ひこう,するどいめ,ちからずく,まけんき,9,110,83,70,112,70,65
519.0,0629-000,629,0,バルチャイ,,バルチャイ,pm0629_00_00_00.png,おむつポケモン,9.0,0.5,あく,ひこう,はとむね,ぼうじん,くだけるよろい,9,70,55,75,45,65,60
520.0,0630-000,630,0,バルジーナ,,バルジーナ,pm0630_00_00_00.png,ほねわしポケモン,39.5,1.2,あく,ひこう,はとむね,ぼうじん,くだけるよろい,9,110,65,105,55,95,80
,0631-000,631,0,クイタラン,,クイタラン,,アリクイポケモン,58.0,1.4,ほのお,,くいしんぼう,もらいび,しろいけむり,8,85,97,66,105,66,65
,0632-000,632,0,アイアント,,アイアント,,てつアリポケモン,33.0,0.3,むし,はがね,むしのしらせ,はりきり,なまけ,8,58,109,112,48,48,109
521.0,0633-000,633,0,モノズ,,モノズ,pm0633_00_00_00.png,そぼうポケモン,17.3,0.8,あく,ドラゴン,はりきり,,,9,52,65,50,45,50,38
522.0,0634-000,634,0,ジヘッド,,ジヘッド,pm0634_00_00_00.png,らんぼうポケモン,50.0,1.4,あく,ドラゴン,はりきり,,,9,72,85,70,65,70,58
523.0,0635-000,635,0,サザンドラ,,サザンドラ,pm0635_00_00_00.png,きょうぼうポケモン,160.0,1.8,あく,ドラゴン,ふゆう,,,9,92,105,90,125,90,98
524.0,0636-000,636,0,メラルバ,,メラルバ,pm0636_00_00_00.png,たいまつポケモン,28.8,1.1,むし,ほのお,ほのおのからだ,むしのしらせ,,9,55,85,55,50,55,60
525.0,0637-000,637,0,ウルガモス,,ウルガモス,pm0637_00_00_00.png,たいようポケモン,46.0,1.6,むし,ほのお,ほのおのからだ,むしのしらせ,,9,85,60,65,135,105,100
526.0,0638-000,638,0,コバルオン,,コバルオン,pm0638_00_00_00.png,てっしんポケモン,250.0,2.1,はがね,かくとう,せいぎのこころ,,,9,91,90,129,90,72,108
527.0,0639-000,639,0,テラキオン,,テラキオン,pm0639_00_00_00.png,がんくつポケモン,260.0,1.9,いわ,かくとう,せいぎのこころ,,,9,91,129,90,72,90,108
528.0,0640-000,640,0,ビリジオン,,ビリジオン,pm0640_00_00_00.png,そうげんポケモン,200.0,2.0,くさ,かくとう,せいぎのこころ,,,9,91,90,72,90,129,108
529.0,0641-000,641,0,トルネロス,けしんフォルム,トルネロス(けしん),pm0641_11_00_00.png,せんぷうポケモン,63.0,1.5,ひこう,,いたずらごころ,まけんき,,9,79,115,70,125,80,111
530.0,0641-001,641,1,トルネロス,れいじゅうフォルム,トルネロス(れいじゅう),pm0641_12_00_00.png,せんぷうポケモン,63.0,1.4,ひこう,,さいせいりょく,,,9,79,100,80,110,90,121
531.0,0642-000,642,0,ボルトロス,けしんフォルム,ボルトロス(けしん),pm0642_11_00_00.png,らいげきポケモン,61.0,1.5,でんき,ひこう,いたずらごころ,まけんき,,9,79,115,70,125,80,111
532.0,0642-001,642,1,ボルトロス,れいじゅうフォルム,ボルトロス(れいじゅう),pm0642_12_00_00.png,らいげきポケモン,61.0,3.0,でんき,ひこう,ちくでん,,,9,79,105,70,145,80,101
533.0,0643-000,643,0,レシラム,,レシラム,pm0643_00_00_00.png,はくようポケモン,330.0,3.2,ドラゴン,ほのお,ターボブレイズ,,,9,100,120,100,150,120,90
534.0,0644-000,644,0,ゼクロム,,ゼクロム,pm0644_00_00_00.png,こくいんポケモン,345.0,2.9,ドラゴン,でんき,テラボルテージ,,,9,100,150,120,120,100,90
535.0,0645-000,645,0,ランドロス,けしんフォルム,ランドロス(けしん),pm0645_11_00_00.png,ほうじょうポケモン,68.0,1.5,じめん,ひこう,すなのちから,ちからずく,,9,89,125,90,115,80,101
536.0,0645-001,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),pm0645_12_00_00.png,ほうじょうポケモン,68.0,1.3,じめん,ひこう,いかく,,,9,89,145,90,105,80,91
537.0,0646-000,646,0,キュレム,キュレムのすがた,キュレム,pm0646_11_00_00.png,きょうかいポケモン,325.0,3.0,ドラゴン,こおり,プレッシャー,,,9,125,130,90,130,90,95
538.0,0646-001,646,1,キュレム,ホワイトキュレム,ホワイトキュレム,pm0646_12_00_00.png,きょうかいポケモン,325.0,3.6,ドラゴン,こおり,ターボブレイズ,,,9,125,120,90,170,100,95
539.0,0646-002,646,2,キュレム,ブラックキュレム,ブラックキュレム,pm0646_13_00_00.png,きょうかいポケモン,325.0,3.3,ドラゴン,こおり,テラボルテージ,,,9,125,170,100,120,90,95
540.0,0647-000,647,0,ケルディオ,いつものすがた,ケルディオ(いつも),pm0647_11_00_00.png,わかごまポケモン,48.5,1.4,みず,かくとう,せいぎのこころ,,,9,91,72,90,129,90,108
541.0,0647-001,647,1,ケルディオ,かくごのすがた,ケルディオ(かくご),pm0647_12_00_00.png,わかごまポケモン,48.5,1.4,みず,かくとう,せいぎのこころ,,,9,91,72,90,129,90,108
542.0,0648-000,648,0,メロエッタ,ボイスフォルム,メロエッタ(ボイス),pm0648_11_00_00.png,せんりつポケモン,6.5,0.6,ノーマル,エスパー,てんのめぐみ,,,9,100,77,77,128,128,90
544.0,0648-001,648,1,メロエッタ,ステップフォルム,メロエッタ(ステップ),pm0648_12_00_00.png,せんりつポケモン,6.5,0.6,ノーマル,かくとう,てんのめぐみ,,,9,100,128,90,77,77,128
,0649-000,649,0,ゲノセクト,ゲノセクトのすがた,ゲノセクト,,こせいだいポケモン,82.5,1.5,むし,はがね,ダウンロード,,,8,71,120,95,120,95,99
593.0,0650-000,650,0,ハリマロン,,ハリマロン,pm0650_00_00_00.png,いがぐりポケモン,9.0,0.4,くさ,,しんりょく,ぼうだん,,9,56,61,65,48,45,38
594.0,0651-000,651,0,ハリボーグ,,ハリボーグ,pm0651_00_00_00.png,とげよろいポケモン,29.0,0.7,くさ,,しんりょく,ぼうだん,,9,61,78,95,56,58,57
595.0,0652-000,652,0,ブリガロン,,ブリガロン,pm0652_00_00_00.png,とげよろいポケモン,90.0,1.6,くさ,かくとう,しんりょく,ぼうだん,,9,88,107,122,74,75,64
590.0,0653-000,653,0,フォッコ,,フォッコ,pm0653_00_00_00.png,キツネポケモン,9.4,0.4,ほのお,,もうか,マジシャン,,9,40,45,40,62,60,60
591.0,0654-000,654,0,テールナー,,テールナー,pm0654_00_00_00.png,キツネポケモン,14.5,1.0,ほのお,,もうか,マジシャン,,9,59,59,58,90,70,73
592.0,0655-000,655,0,マフォクシー,,マフォクシー,pm0655_00_00_00.png,キツネポケモン,39.0,1.5,ほのお,エスパー,もうか,マジシャン,,9,75,69,72,114,100,104
596.0,0656-000,656,0,ケロマツ,,ケロマツ,pm0656_00_00_00.png,あわがえるポケモン,7.0,0.3,みず,,げきりゅう,へんげんじざい,,9,41,56,40,62,44,71
597.0,0657-000,657,0,ゲコガシラ,,ゲコガシラ,pm0657_00_00_00.png,あわがえるポケモン,10.9,0.6,みず,,げきりゅう,へんげんじざい,,9,54,63,52,83,56,97
598.0,0658-000,658,0,ゲッコウガ,,ゲッコウガ,pm0658_11_00_00.png,しのびポケモン,40.0,1.5,みず,あく,げきりゅう,へんげんじざい,,9,72,95,67,103,71,122
,0659-000,659,0,ホルビー,,ホルビー,,あなほりポケモン,5.0,0.4,ノーマル,,ものひろい,ほおぶくろ,ちからもち,8,38,36,38,32,36,57
,0660-000,660,0,ホルード,,ホルード,,あなほりポケモン,42.4,1.0,ノーマル,じめん,ものひろい,ほおぶくろ,ちからもち,8,85,56,77,50,77,78
610.0,0661-000,661,0,ヤヤコマ,,ヤヤコマ,pm0661_00_00_00.png,コマドリポケモン,1.7,0.3,ノーマル,ひこう,はとむね,はやてのつばさ,,9,45,50,43,40,38,62
611.0,0662-000,662,0,ヒノヤコマ,,ヒノヤコマ,pm0662_00_00_00.png,ひのこポケモン,16.0,0.7,ほのお,ひこう,ほのおのからだ,はやてのつばさ,,9,62,73,55,56,52,84
612.0,0663-000,663,0,ファイアロー,,ファイアロー,pm0663_00_00_00.png,れっかポケモン,24.5,1.2,ほのお,ひこう,ほのおのからだ,はやてのつばさ,,9,78,81,71,74,69,126
550.0,0664-000,664,0,コフキムシ,,コフキムシ,pm0664_00_00_00.png,こなふきポケモン,2.5,0.3,むし,,りんぷん,ふくがん,フレンドガード,9,38,35,40,27,25,35
551.0,0665-000,665,0,コフーライ,,コフーライ,pm0665_00_00_00.png,こなふきポケモン,8.4,0.3,むし,,だっぴ,フレンドガード,,9,45,22,60,27,30,29
552.0,0666-000,666,0,ビビヨン,ひょうせつのもよう,ビビヨン,pm0666_11_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
553.0,0666-000,666,0,ビビヨン,ゆきぐにのもよう,ビビヨン,pm0666_12_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
554.0,0666-000,666,0,ビビヨン,せつげんのもよう,ビビヨン,pm0666_13_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
555.0,0666-000,666,0,ビビヨン,たいりくのもよう,ビビヨン,pm0666_14_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
556.0,0666-000,666,0,ビビヨン,ていえんのもよう,ビビヨン,pm0666_15_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
557.0,0666-000,666,0,ビビヨン,みやびなもよう,ビビヨン,pm0666_16_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
558.0,0666-000,666,0,ビビヨン,はなぞののもよう,ビビヨン,pm0666_17_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
559.0,0666-000,666,0,ビビヨン,モダンなもよう,ビビヨン,pm0666_18_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
560.0,0666-000,666,0,ビビヨン,マリンのもよう,ビビヨン,pm0666_19_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
561.0,0666-000,666,0,ビビヨン,ぐんとうのもよう,ビビヨン,pm0666_20_00_00.png,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
